number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.014308426073131956,0.0,0.0,0.5,130
0.09538950715421304,0.003067484662576687,0.673972602739726,0.0,55
0.055643879173290944,0.0,0.0027397260273972603,0.5,99
0.001589825119236884,0.012269938650306749,0.8054794520547945,0.0,410
0.006359300476947536,0.006134969325153375,0.0,0.0,45
0.10492845786963435,0.009202453987730062,0.016438356164383564,0.0,59
0.001589825119236884,0.0,0.0,0.5,269
0.0,0.2638036809815951,0.9780821917808219,0.5,205
0.004769475357710652,0.0,0.0136986301369863,0.5,180
0.001589825119236884,0.003067484662576687,0.5753424657534246,0.5,90
0.0,0.003067484662576687,0.18082191780821918,0.0,75
0.10174880763116058,0.0,0.03561643835616438,0.5,68
0.06200317965023848,0.009202453987730062,0.0,0.0,125
0.02384737678855326,0.006134969325153375,0.9753424657534246,0.0,85
0.03497615262321145,0.0,0.043835616438356165,0.0,69
0.12400635930047696,0.0,0.8465753424657534,0.5,295
0.014308426073131956,0.009202453987730062,0.8712328767123287,0.0,49
0.006359300476947536,0.0,0.0,0.0,130
0.001589825119236884,0.0,0.0,0.0,77
0.012718600953895072,0.0,0.0,0.5,175
0.01907790143084261,0.0,0.0,0.0,200
0.20826709062003182,0.0,0.1506849315068493,0.5,105
0.015898251192368842,0.0,0.0,0.5,195
0.0,0.09815950920245399,0.8931506849315068,0.5,225
0.06836248012718601,0.0,0.6657534246575343,0.5,120
0.007949125596184421,0.0,0.0,0.0,70
0.16852146263910972,0.003067484662576687,0.1452054794520548,0.0,70
0.017488076311605726,0.003067484662576687,0.20821917808219179,0.0,89
0.2813990461049285,0.0,0.008219178082191782,0.5,59
0.06200317965023848,0.009202453987730062,0.4904109589041096,0.0,48
0.0,0.0,0.0,0.5,155
0.004769475357710652,0.0,0.0,0.0,79
0.003179650238473768,0.0,0.0,0.5,210
0.003179650238473768,0.0,0.0,0.0,70
0.030206677265500796,0.0,0.7041095890410959,0.5,239
0.015898251192368842,0.0,0.0,0.5,175
0.033386327503974564,0.0,0.0,0.5,179
0.046104928457869634,0.003067484662576687,0.6027397260273972,0.0,169
0.0,0.006134969325153375,0.5123287671232877,0.0,80
0.001589825119236884,0.0,0.0,0.0,70
0.0,0.0,0.0,0.0,35
0.006359300476947536,0.003067484662576687,0.0,0.0,120
0.1812400635930048,0.003067484662576687,0.2684931506849315,0.0,96
0.0,0.0,0.0,0.0,70
0.1796502384737679,0.0,0.7808219178082192,0.0,78
0.006359300476947536,0.0,0.0,0.5,250
0.05882352941176471,0.006134969325153375,0.9424657534246575,0.0,75
0.09220985691573927,0.0,0.0410958904109589,0.5,183
0.003179650238473768,0.009202453987730062,0.5808219178082192,0.5,115
0.001589825119236884,0.0,0.0,0.5,400
0.007949125596184421,0.0,0.0,0.0,60
0.011128775834658189,0.0,0.0,0.5,200
0.0,0.12883435582822086,0.852054794520548,0.0,57
0.03656597774244833,0.0,0.6575342465753424,0.0,100
0.03656597774244833,0.0,0.9753424657534246,0.0,50
0.009538950715421305,0.0,0.0,0.0,115
0.001589825119236884,0.0,0.4904109589041096,0.0,100
0.003179650238473768,0.0,0.0,0.5,145
0.0,0.0,0.16164383561643836,0.0,55
0.033386327503974564,0.0,0.6,0.5,120
0.0,0.0,0.0,0.0,65
0.009538950715421305,0.0,0.0,0.5,60
0.04292527821939587,0.003067484662576687,0.3506849315068493,0.5,175
0.0397456279809221,0.0,0.16986301369863013,0.5,75
0.0,0.0,0.0,0.0,75
0.017488076311605726,0.0,0.0,0.0,95
0.1589825119236884,0.0,0.5232876712328767,0.5,200
0.033386327503974564,0.0,0.4904109589041096,0.0,50
0.0,0.0,0.9095890410958904,0.0,1900
0.004769475357710652,0.0,0.0,0.5,145
0.001589825119236884,0.006134969325153375,0.915068493150685,1.0,25
0.014308426073131956,0.09815950920245399,0.9123287671232877,0.5,235
0.003179650238473768,0.0,0.0,0.0,75
0.0,0.003067484662576687,0.0,0.0,44
0.12241653418124007,0.0,0.36164383561643837,0.0,60
0.03656597774244833,0.0,0.0821917808219178,0.0,40
0.001589825119236884,0.0,0.0136986301369863,0.0,95
0.012718600953895072,0.003067484662576687,0.0,0.0,200
0.003179650238473768,0.0,0.0,0.0,120
0.001589825119236884,0.0,0.0,0.0,65
0.001589825119236884,0.003067484662576687,0.852054794520548,0.0,95
0.01907790143084261,0.009202453987730062,0.7095890410958904,0.5,159
0.16375198728139906,0.0,0.6438356164383562,0.5,200
0.006359300476947536,0.006134969325153375,0.9671232876712329,0.0,40
0.055643879173290944,0.006134969325153375,0.20821917808219179,0.0,99
0.030206677265500796,0.0,0.7808219178082192,0.0,80
0.0,0.0,0.0,0.5,250
0.030206677265500796,0.003067484662576687,0.6712328767123288,0.0,120
0.017488076311605726,0.006134969325153375,0.10410958904109589,0.5,78
0.020667726550079493,0.012269938650306749,0.4383561643835616,0.0,45
0.0,0.0,0.010958904109589041,0.0,51
0.06200317965023848,0.0,0.052054794520547946,0.5,200
0.007949125596184421,0.0,0.5041095890410959,0.0,45
0.009538950715421305,0.0,0.4904109589041096,0.5,115
0.006359300476947536,0.0,0.0,0.0,51
0.0,0.11042944785276074,0.09041095890410959,0.0,35
0.04769475357710652,0.0,0.0,0.0,50
0.012718600953895072,1.0,0.9123287671232877,0.5,234
0.12877583465818762,0.003067484662576687,0.3863013698630137,0.5,49
0.0,0.0,0.9780821917808219,0.5,375
0.015898251192368842,0.006134969325153375,0.989041095890411,0.0,100
0.028616852146263912,0.0,0.4931506849315069,0.5,160
0.16375198728139906,0.0,0.7342465753424657,0.5,210
0.003179650238473768,0.0,0.0,0.0,60
0.001589825119236884,0.0,0.14794520547945206,0.5,85
0.011128775834658189,0.02147239263803681,0.5178082191780822,0.0,80
0.004769475357710652,0.03680981595092024,0.810958904109589,0.0,38
0.0,0.0,0.0,0.0,200
0.23370429252782196,0.0,0.38904109589041097,0.5,239
0.025437201907790145,0.003067484662576687,0.0547945205479452,0.0,90
0.003179650238473768,0.0,0.0,0.0,47
0.001589825119236884,0.003067484662576687,0.0,0.0,55
0.014308426073131956,0.0,0.9671232876712329,0.5,199
0.0,0.006134969325153375,1.0,0.0,70
0.01907790143084261,0.0,0.0,0.5,200
0.001589825119236884,0.003067484662576687,0.0,0.0,60
0.08108108108108109,0.0,0.5506849315068493,0.0,118
0.014308426073131956,0.0,0.0,0.0,77
0.022257551669316377,0.006134969325153375,0.0,0.0,75
0.004769475357710652,0.0,0.9780821917808219,0.0,31
0.022257551669316377,0.0,0.0,0.0,54
0.0492845786963434,0.0,0.6136986301369863,0.5,149
0.001589825119236884,0.0,0.0,0.0,225
0.003179650238473768,0.003067484662576687,0.0,0.5,86
0.12082670906200318,0.0,0.7972602739726028,0.0,40
0.0,0.7085889570552147,0.8493150684931506,0.5,321
0.011128775834658189,0.0,0.41643835616438357,0.0,110
0.08267090620031797,0.006134969325153375,0.6,0.5,122
0.001589825119236884,0.003067484662576687,0.5287671232876713,0.0,45
0.012718600953895072,0.0,0.0,0.0,60
0.3910969793322735,0.0,0.5917808219178082,0.0,125
0.0,0.0,0.0,0.0,150
0.012718600953895072,0.0,0.0,0.0,125
0.10174880763116058,0.0,0.8602739726027397,0.5,105
0.21939586645469,0.009202453987730062,0.863013698630137,0.0,50
0.001589825119236884,0.0,0.0,0.0,155
0.02702702702702703,0.003067484662576687,0.0,0.0,48
0.0,0.0,0.9972602739726028,0.5,350
0.0,0.0,0.0,0.5,120
0.001589825119236884,0.0,0.9342465753424658,0.0,85
0.0,0.0,0.9945205479452055,0.5,500
0.006359300476947536,0.0,0.08493150684931507,0.5,260
0.0,0.0,0.4,0.5,200
0.001589825119236884,0.0,0.0,0.0,85
0.046104928457869634,0.0,0.11232876712328767,0.0,249
0.0,0.0,0.7397260273972602,0.5,200
0.012718600953895072,0.012269938650306749,0.6821917808219178,0.5,530
0.17170111287758347,0.0,0.8712328767123287,0.5,300
0.031796502384737683,0.003067484662576687,0.09863013698630137,0.0,80
0.001589825119236884,0.006134969325153375,0.0,0.0,41
0.003179650238473768,0.0,0.0,0.5,170
0.003179650238473768,0.0,0.0,0.0,40
0.007949125596184421,0.0,0.0,0.0,67
0.001589825119236884,0.0,0.0,0.5,52
0.10492845786963435,0.006134969325153375,0.12054794520547946,0.0,140
0.05405405405405406,0.0,0.9835616438356164,0.0,86
0.007949125596184421,0.015337423312883437,0.9315068493150686,0.0,149
0.007949125596184421,0.0,0.0,0.5,85
0.0,0.0,0.0,0.5,260
0.003179650238473768,0.0,0.0,0.5,150
0.011128775834658189,0.27607361963190186,0.7698630136986302,0.5,133
0.011128775834658189,0.0,0.12054794520547946,0.5,200
0.0397456279809221,0.0,0.052054794520547946,0.0,150
0.10492845786963435,0.003067484662576687,0.7917808219178082,0.0,130
0.0985691573926868,0.003067484662576687,0.7068493150684931,0.0,79
0.06041335453100159,0.0,0.0684931506849315,0.5,90
0.041335453100158986,0.0,0.1178082191780822,0.0,42
0.17170111287758347,0.0,0.0,0.5,65
0.003179650238473768,0.006134969325153375,0.0136986301369863,0.0,80
0.012718600953895072,0.003067484662576687,0.0,0.5,220
0.009538950715421305,0.0,0.4821917808219178,0.5,499
0.0,0.0,0.0,0.5,150
0.012718600953895072,0.003067484662576687,0.03561643835616438,0.5,245
0.003179650238473768,0.2914110429447853,0.7095890410958904,0.5,182
0.028616852146263912,0.009202453987730062,0.9095890410958904,0.0,45
0.01907790143084261,0.0,0.0,0.5,115
0.011128775834658189,0.0,0.0,0.0,75
0.06518282988871224,0.0,0.2219178082191781,0.0,65
0.03815580286168522,0.018404907975460124,0.15616438356164383,0.0,45
0.004769475357710652,0.0,0.0,0.5,100
0.0,0.0,0.06301369863013699,0.5,250
0.001589825119236884,0.0,0.9945205479452055,0.0,50
0.20190779014308427,0.012269938650306749,0.1095890410958904,0.0,69
0.004769475357710652,0.027607361963190184,0.3643835616438356,0.5,289
0.0,0.0,0.0,0.0,107
0.0,0.0,0.0,0.5,250
0.017488076311605726,0.003067484662576687,0.0,0.0,425
0.033386327503974564,0.0,0.0027397260273972603,0.5,150
0.0,0.0,0.0,1.0,65
0.001589825119236884,0.0,0.17534246575342466,0.0,60
0.10015898251192369,0.0,0.0,0.5,77
0.007949125596184421,0.27607361963190186,0.9506849315068493,0.5,125
0.009538950715421305,0.0,0.0,0.5,120
0.003179650238473768,0.003067484662576687,0.44931506849315067,0.0,95
0.0,0.06748466257668712,0.852054794520548,0.5,250
0.022257551669316377,0.0,0.0,0.5,165
0.006359300476947536,0.0,0.4904109589041096,0.5,199
0.007949125596184421,0.0,0.7123287671232876,0.5,180
0.0,0.7085889570552147,0.5698630136986301,0.5,265
0.02384737678855326,0.0,0.0,0.5,225
0.001589825119236884,0.0,0.0,0.0,59
0.011128775834658189,0.0,0.0,0.5,122
0.06359300476947537,0.03067484662576687,0.9068493150684932,0.0,95
0.0,0.0,0.0,0.5,115
0.031796502384737683,0.0,0.0,0.5,275
0.028616852146263912,0.0,0.6082191780821918,0.0,85
0.003179650238473768,0.0,0.273972602739726,0.5,340
0.017488076311605726,0.0,0.16986301369863013,0.5,120
0.06359300476947537,0.003067484662576687,0.5178082191780822,0.5,250
0.001589825119236884,0.0,0.0,0.0,475
0.04292527821939587,0.0,0.5178082191780822,0.5,230
0.001589825119236884,0.0,0.0,0.0,75
0.0,1.0,0.715068493150685,0.5,190
0.2829888712241654,0.0,0.6219178082191781,0.5,180
0.07472178060413355,0.003067484662576687,0.4821917808219178,0.0,175
0.0,0.003067484662576687,0.0,0.0,50
0.0,0.0,0.0,0.5,325
0.0,0.0,1.0,0.0,250
0.001589825119236884,0.0,0.5232876712328767,0.5,132
0.06359300476947537,0.0,0.6794520547945205,0.5,103
0.13036565977742448,0.0,0.0958904109589041,0.5,85
0.007949125596184421,1.0,0.3041095890410959,0.5,228
0.0,0.0,0.0,0.0,80
0.02702702702702703,0.009202453987730062,0.8712328767123287,0.0,50
0.02384737678855326,0.0,0.0,0.5,135
0.0,0.0,0.0,0.5,450
0.1192368839427663,0.0,0.1643835616438356,0.5,100
0.004769475357710652,0.003067484662576687,0.3424657534246575,0.0,85
0.0,0.0,0.23835616438356164,0.0,57
0.001589825119236884,0.0,0.0,0.5,45
0.031796502384737683,0.003067484662576687,0.24383561643835616,0.5,180
0.0,0.06748466257668712,0.9808219178082191,0.5,300
0.001589825119236884,0.0,0.1917808219178082,0.5,250
0.0,0.0,0.0,0.0,69
0.017488076311605726,0.024539877300613498,0.3232876712328767,0.5,145
0.2686804451510334,0.0,0.10410958904109589,0.0,70
0.030206677265500796,0.0,0.0,0.0,80
0.001589825119236884,0.0,0.989041095890411,0.5,129
0.001589825119236884,0.0,0.0,0.0,90
0.0,0.7085889570552147,0.9260273972602739,0.5,314
0.1414944356120827,0.003067484662576687,0.010958904109589041,0.0,42
0.007949125596184421,0.006134969325153375,0.9095890410958904,0.0,48
0.001589825119236884,0.0,0.0,0.0,80
0.0,0.003067484662576687,0.4876712328767123,0.5,1500
0.014308426073131956,0.0,0.2219178082191781,0.0,50
0.011128775834658189,0.0,0.5753424657534246,0.5,600
0.5325914149443561,0.0,0.41643835616438357,0.0,101
0.07154213036565978,0.003067484662576687,0.30684931506849317,0.5,190
0.0,0.0,0.0,0.5,270
0.02384737678855326,0.0,0.0,0.5,130
0.05405405405405406,0.006134969325153375,0.6657534246575343,0.5,171
0.0794912559618442,0.003067484662576687,0.10410958904109589,0.5,150
0.35294117647058826,0.0,0.8,0.0,65
0.004769475357710652,0.0,0.0,0.5,165
0.015898251192368842,0.0,0.03561643835616438,0.5,150
0.006359300476947536,0.0,0.2356164383561644,0.5,249
0.028616852146263912,0.009202453987730062,0.526027397260274,1.0,30
0.0,0.2914110429447853,0.0027397260273972603,0.5,179
0.08426073131955486,0.0,0.5232876712328767,0.5,135
0.0985691573926868,0.003067484662576687,0.13424657534246576,0.5,200
0.02702702702702703,0.0,0.0,0.5,120
0.001589825119236884,0.0,0.0,0.5,180
0.0,0.0,0.0,0.0,39
0.014308426073131956,0.0,0.2191780821917808,0.5,145
0.10651828298887123,0.0,0.4904109589041096,0.0,120
0.015898251192368842,0.006134969325153375,0.5287671232876713,0.0,50
0.09538950715421304,0.0,0.6767123287671233,0.5,85
0.004769475357710652,0.0,0.273972602739726,0.5,248
0.001589825119236884,0.0,0.0,0.0,50
0.0,0.0,0.07397260273972603,0.5,75
0.0,0.7085889570552147,0.6547945205479452,0.5,240
0.0,0.0,0.0,0.0,90
0.001589825119236884,0.0,0.0,0.5,149
0.0906200317965024,0.0,0.7780821917808219,0.0,90
0.06200317965023848,0.006134969325153375,0.9506849315068493,0.5,250
0.012718600953895072,0.0,0.0,0.5,124
0.0,0.0,0.0,0.0,65
0.001589825119236884,0.0,0.0,0.5,110
0.0,0.0,0.273972602739726,0.0,50
0.14467408585055644,0.003067484662576687,0.2767123287671233,0.5,160
0.057233704292527825,0.003067484662576687,0.8,0.0,75
0.007949125596184421,0.012269938650306749,0.18904109589041096,0.0,45
0.003179650238473768,0.0,0.0,0.5,100
0.003179650238473768,0.0,0.2219178082191781,0.5,200
0.031796502384737683,0.0,0.9972602739726028,0.0,70
0.23370429252782196,0.015337423312883437,0.0,0.0,37
0.05087440381558029,0.0,0.0273972602739726,0.5,165
0.11128775834658189,0.0,0.0,0.5,160
0.02702702702702703,0.003067484662576687,0.24657534246575344,0.0,135
0.001589825119236884,0.006134969325153375,0.8273972602739726,0.5,300
0.19395866454689986,0.009202453987730062,0.9315068493150686,0.0,42
0.0,0.0,0.9808219178082191,0.0,125
0.055643879173290944,0.003067484662576687,0.35342465753424657,0.0,99
0.0,0.0,0.0,0.0,32
0.10174880763116058,0.0,0.8410958904109589,0.0,65
0.16534181240063595,0.0,0.2219178082191781,0.5,95
0.04292527821939587,0.0,0.7452054794520548,0.0,47
0.028616852146263912,0.0,0.16712328767123288,0.0,100
0.0,0.0,0.0,0.5,200
0.07790143084260732,0.009202453987730062,0.21095890410958903,0.0,400
0.001589825119236884,0.0,0.852054794520548,0.5,120
0.009538950715421305,0.0,0.0,0.5,100
0.0,0.0,0.0,0.5,110
0.003179650238473768,0.0,0.2273972602739726,0.5,150
0.03815580286168522,0.0,0.0,0.5,170
0.041335453100158986,0.0,0.863013698630137,0.5,108
0.0,0.0,0.0,0.5,228
0.0,0.0,0.0,0.0,85
0.004769475357710652,0.0,0.0,0.0,58
0.015898251192368842,0.009202453987730062,0.0,0.0,69
0.006359300476947536,0.0,0.0,0.5,168
0.0,0.0,0.0,0.0,70
0.19236883942766297,0.0,0.10684931506849316,0.5,115
0.09697933227344993,0.0,0.8849315068493151,0.0,65
0.004769475357710652,0.0,0.7095890410958904,0.5,180
0.022257551669316377,0.0,0.5178082191780822,0.0,80
0.030206677265500796,0.0,0.6164383561643836,0.5,125
0.057233704292527825,0.02147239263803681,0.947945205479452,0.0,90
0.06359300476947537,0.0,0.0,0.5,120
0.020667726550079493,0.003067484662576687,0.0,0.5,203
0.0,0.0,0.23835616438356164,0.5,200
0.001589825119236884,0.0,0.0,0.5,80
0.09379968203497616,0.015337423312883437,0.9917808219178083,1.0,75
0.05246422893481718,0.0,0.2273972602739726,0.5,240
0.21621621621621623,0.0,0.7780821917808219,0.5,250
0.011128775834658189,0.0,0.0,0.5,200
0.006359300476947536,0.018404907975460124,1.0,0.0,80
0.011128775834658189,0.0,0.0,0.5,190
0.012718600953895072,0.003067484662576687,0.0,0.0,42
0.0,0.0,0.0,0.0,35
0.003179650238473768,0.0,0.0,0.5,167
0.0,0.0,0.0,0.5,160
0.19395866454689986,0.006134969325153375,0.6082191780821918,0.0,40
0.0,0.0,0.0,0.5,150
0.055643879173290944,0.0,0.8082191780821918,0.0,65
0.02702702702702703,0.003067484662576687,0.8575342465753425,0.0,34
0.015898251192368842,0.0,0.0,1.0,16
0.0,0.05828220858895705,0.5178082191780822,0.0,199
0.004769475357710652,1.0,0.9315068493150686,0.5,235
